manga_name,manga_synonym,manga_japanese,manga_english,manga_type,manga_volume,manga_chapters,manga_status,manga_published,manga_genre,manga_theme,manga_demographic,manga_serialization,manga_author,manga_score,manga_ranked,manga_popularity,manga_members,manga_favorites
Who Made Me a Princess,"Eoneu Nal Gongjuga Doeeo Beoryeotda, Suddenly Became A Princess One Day",어느 날 공주가 되어버렸다,Who Made Me a Princess,Manhwa,Unknown,135,Finished,"Dec  20, 2017 to Dec  12, 2025","DramaDrama,FantasyFantasy",ReincarnationReincarnation,,Ridi Webtoon,"Plutus(Story),Spoon(Art)","8.471(scored by3135731,357 users)1indicates aweighted score.",#17022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#282,"65,908","3,388"
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"She Is the Neighbor Angel, I Am Spoilt By Her.",お隣の天使様にいつの間にか駄目人間にされていた件,The Angel Next Door Spoils Me Rotten,Light Novel,Unknown,Unknown,Publishing,"Jun  14, 2019 to ?","ComedyComedy,RomanceRomance",,,None,"Kazutake, Hazano(Art),Hanekoto(Art),Saeki-san(Story)","8.471(scored by70497,049 users)1indicates aweighted score.",#17122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#868,"24,500","1,402"
Mayonaka Heart Tune,,真夜中ハートチューン,Tune In to the Midnight Heart,Manga,Unknown,Unknown,Publishing,"Sep  20, 2023 to ?","ComedyComedy,RomanceRomance","HaremHarem,SchoolSchool,ShowbizShowbiz",ShounenShounen,Shounen Magazine (Weekly),"Igarashi, Masakuni(Story & Art)","8.471(scored by64336,433 users)1indicates aweighted score.",#17622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#858,"24,708",899
Berserk: Shinen no Kami 2,"God of the Abyss (2), Armour To The Heart",ベルセルク 深淵の神②,,One-shot,Unknown,1,Finished,"Jul  12, 1996",,,SeinenSeinen,Young Animal,"Miura, Kentarou(Story & Art)","8.471(scored by1071310,713 users)1indicates aweighted score.",#17522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1066,"20,467",137
Spirit Circle,,スピリットサークル,Spirit Circle,Manga,6,45,Finished,"May  30, 2012 to Mar  30, 2016","ActionAction,AdventureAdventure,ComedyComedy,DramaDrama,RomanceRomance,SupernaturalSupernatural",ReincarnationReincarnation,SeinenSeinen,Young King OURs,"Mizukami, Satoshi(Story & Art)","8.471(scored by1998019,980 users)1indicates aweighted score.",#17322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#389,"49,618","2,407"
Chikan Otoko,Molester Man,痴漢男,,Manga,Unknown,21,Finished,2004,"ComedyComedy,DramaDrama,RomanceRomance,Slice of LifeSlice of Life",,,None,"Yokota, Takuma(Story & Art)","8.471(scored by2529525,295 users)1indicates aweighted score.",#17422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#375,"51,014","2,945"
Bungou Stray Dogs,,文豪ストレイドッグス,Bungo Stray Dogs,Manga,Unknown,Unknown,Publishing,"Dec  4, 2012 to ?","ActionAction,MysteryMystery,SupernaturalSupernatural",DetectiveDetective,SeinenSeinen,Young Ace,"Asagiri, Kafka(Story),Harukawa35(Art)","8.471(scored by3181231,812 users)1indicates aweighted score.",#17222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#156,"101,944","6,499"
Tensei shitara Slime Datta Ken,TenSura,転生したらスライムだった件,That Time I Got Reincarnated as a Slime,Light Novel,Unknown,Unknown,Publishing,"May  30, 2014 to ?",FantasyFantasy,"IsekaiIsekai,ReincarnationReincarnation",,None,"Mitz Vah(Art),Fuse(Story)","8.461(scored by1733217,332 users)1indicates aweighted score.",#18022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#449,"43,999","2,268"
"Ohayou, Ibarahime","Good Morning, Little Briar-Rose",おはよう、いばら姫,"Wake Up, Sleeping Beauty",Manga,6,26,Finished,"Nov  22, 2014 to May  24, 2017","RomanceRomance,SupernaturalSupernatural",,ShoujoShoujo,Dessert,"Morino, Megumi(Story & Art)","8.461(scored by1328213,282 users)1indicates aweighted score.",#18122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#487,"41,015","1,197"
Bastard,Hulejasig,후레자식,Bastard,Manhwa,5,94,Finished,"Jul  4, 2014 to May  6, 2016","DramaDrama,HorrorHorror,MysteryMystery,RomanceRomance","GoreGore,PsychologicalPsychological",,Naver Webtoon,"Kim, Carnby(Story),Hwang, Young-chan(Art)","8.461(scored by7806878,068 users)1indicates aweighted score.",#17822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#90,"150,764","6,826"
Here U Are,Yuanlai Ni Zai Zheli,Here U Are,Here U Are,Manhua,Unknown,156,Finished,"Nov  22, 2017 to Dec  15, 2020","Boys LoveBoys Love,DramaDrama,Slice of LifeSlice of Life",SchoolSchool,,None,D Jun(Story & Art),"8.461(scored by1534915,349 users)1indicates aweighted score.",#17922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#625,"32,536","1,500"
Hinamatsuri,Hina Festival,ヒナまつり,Hinamatsuri,Manga,19,117,Finished,"Jun  15, 2010 to Jul  15, 2020","ComedyComedy,SupernaturalSupernatural","ChildcareChildcare,Organized CrimeOrganized Crime",SeinenSeinen,Harta,"Ohtake, Masao(Story & Art)","8.461(scored by1954019,540 users)1indicates aweighted score.",#17722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#309,"60,133","2,198"
Eyeshield 21,,アイシールド21,Eyeshield 21,Manga,37,333,Finished,"Jul  23, 2002 to Jun  15, 2009",SportsSports,Team SportsTeam Sports,ShounenShounen,Shounen Jump (Weekly),"Inagaki, Riichiro(Story),Murata, Yusuke(Art)","8.461(scored by3809138,091 users)1indicates aweighted score.",#18322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#215,"82,215","4,522"
Cross Game,,クロスゲーム,Cross Game,Manga,17,170,Finished,"Sep  2, 2005 to Feb  17, 2010","Award WinningAward Winning,ComedyComedy,DramaDrama,RomanceRomance,SportsSports","SchoolSchool,Team SportsTeam Sports",ShounenShounen,Shounen Sunday,"Adachi, Mitsuru(Story & Art)","8.461(scored by96059,605 users)1indicates aweighted score.",#18422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#871,"24,416",888
Fullmetal Alchemist,"Hagane no Renkinjutsushi, FMA, Fullmetal Alchemist Novel",鋼の錬金術師,Fullmetal Alchemist,Light Novel,6,35,Finished,"Feb  28, 2003 to Mar  22, 2007","ActionAction,AdventureAdventure,DramaDrama,FantasyFantasy",MilitaryMilitary,,None,"Arakawa, Hiromu(Art),Inoue, Makoto(Story)","8.461(scored by65126,512 users)1indicates aweighted score.",#18522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1172,"18,813",485
Vanitas no Karte,"Vanitas no Carte, Vanitas no Shuki, Memoir of Vanitas",ヴァニタスの手記〈カルテ〉,The Case Study of Vanitas,Manga,Unknown,Unknown,Publishing,"Dec  22, 2015 to ?",FantasyFantasy,"HistoricalHistorical,Urban FantasyUrban Fantasy,VampireVampire",ShounenShounen,Gangan Joker,"Mochizuki, Jun(Story & Art)","8.461(scored by1745317,453 users)1indicates aweighted score.",#18522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#234,"73,833","3,776"
Shimanami Tasogare,,しまなみ誰そ彼,Our Dreams at Dusk: Shimanami Tasogare,Manga,4,23,Finished,"Mar  6, 2015 to May  23, 2018","DramaDrama,Slice of LifeSlice of Life",PsychologicalPsychological,SeinenSeinen,HiBaNa,"Kamatani, Yuuki(Story & Art)","8.451(scored by2496724,967 users)1indicates aweighted score.",#19622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#258,"69,156","3,706"
Yuukoku no Moriarty,Moriarty's Patriotism,憂国のモリアーティ,Moriarty the Patriot,Manga,Unknown,Unknown,Publishing,"Aug  4, 2016 to ?","MysteryMystery,SuspenseSuspense","Adult CastAdult Cast,HistoricalHistorical,PsychologicalPsychological",ShounenShounen,Jump SQ.,"Takeuchi, Ryousuke(Story),Miyoshi, Hikaru(Art)","8.451(scored by1097410,974 users)1indicates aweighted score.",#19722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#466,"42,235","2,343"
The Knight Only Lives Today,"Eternally Regressing Knight, A Knight Who Eternally Regresses, Oneul-man Saneun Gisa",오늘만 사는 기사,The Knight Only Lives Today,Manhwa,Unknown,Unknown,Publishing,"May  17, 2024 to ?","ActionAction,FantasyFantasy",Time TravelTime Travel,,Naver Webtoon,"Soulpung(Story),Ian(Art)","8.451(scored by58455,845 users)1indicates aweighted score.",#19822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1263,"17,621",277
Lost in the Cloud,Cloud,클라우드,Lost in the Cloud,Manhwa,Unknown,131,Finished,"Nov  20, 2020 to Jan  17, 2025",Boys LoveBoys Love,"PsychologicalPsychological,SchoolSchool",,Lezhin Comics Webtoon,"Kim, Pas(Story & Art)","8.451(scored by53335,333 users)1indicates aweighted score.",#19422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1813,"13,230",867
Dragon Ball,"Dragonball, Dragon Ball Z, Dragonball Z",ドラゴンボール,Dragon Ball,Manga,42,520,Finished,"Nov  20, 1984 to May  23, 1995","ActionAction,AdventureAdventure,FantasyFantasy",Martial ArtsMartial Arts,ShounenShounen,Shounen Jump (Weekly),"Toriyama, Akira(Story & Art)","8.451(scored by109143109,143 users)1indicates aweighted score.",#19022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#65,"180,206","16,279"
Ookami to Koushinryou,Spice and Wolf,狼と香辛料,Spice & Wolf,Manga,16,108,Finished,"Sep  27, 2007 to Dec  27, 2017","AdventureAdventure,DramaDrama,FantasyFantasy,RomanceRomance,SupernaturalSupernatural","Adult CastAdult Cast,HistoricalHistorical",SeinenSeinen,Dengeki Maoh,"Koume, Keito(Art),Hasekura, Isuna(Story)","8.451(scored by1521915,219 users)1indicates aweighted score.",#18722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#425,"45,732","2,202"
Kyou kara Ore wa!!,"From Today On, It's My Turn!!, Today, It's My Turn!!",今日から俺は!!,,Manga,38,366,Finished,1988 to Oct  1997,"ActionAction,ComedyComedy","DelinquentsDelinquents,SchoolSchool",ShounenShounen,Shounen Sunday,"Nishimori, Hiroyuki(Story & Art)","8.451(scored by68136,813 users)1indicates aweighted score.",#18822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#906,"23,702",958
Rainbow: Nisha Rokubou no Shichinin,,RAINBOW 二舎六房の七人,,Manga,22,235,Finished,"Nov  21, 2002 to Jan  4, 2010","Award WinningAward Winning,DramaDrama","DelinquentsDelinquents,HistoricalHistorical,PsychologicalPsychological",SeinenSeinen,Young Sunday (Weekly),"Abe, George(Story),Kakizaki, Masasumi(Art)","8.451(scored by1097810,978 users)1indicates aweighted score.",#18922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#472,"41,943",998
Kami nomi zo Shiru Sekai,"KamiNomi, Kami nomizo Shiru Sekai, The World God Only Knows, TWGOK",神のみぞ知るセカイ,,Manga,26,271,Finished,"Apr  9, 2008 to Apr  23, 2014","ComedyComedy,FantasyFantasy,RomanceRomance,SupernaturalSupernatural","HaremHarem,Otaku CultureOtaku Culture,SchoolSchool",ShounenShounen,Shounen Sunday,"Wakaki, Tamiki(Story & Art)","8.451(scored by5845258,452 users)1indicates aweighted score.",#19022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#134,"114,488","9,247"
blanc,,blanc,Classmates: blanc,Manga,2,12,Finished,"Feb  28, 2018 to Sep  16, 2020","Boys LoveBoys Love,DramaDrama,Slice of LifeSlice of Life",,,Opera,"Nakamura, Asumiko(Story & Art)","8.451(scored by36953,695 users)1indicates aweighted score.",#19122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2276,"10,481",183
Kage no Jitsuryokusha ni Naritakute!,,陰の実力者になりたくて！,The Eminence in Shadow,Light Novel,Unknown,Unknown,Publishing,"Nov  5, 2018 to ?","ActionAction,ComedyComedy,FantasyFantasy","IsekaiIsekai,ReincarnationReincarnation",,None,"Touzai(Art),Aizawa, Daisuke(Story)","8.451(scored by78557,855 users)1indicates aweighted score.",#19222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#748,"27,908","1,455"
Ikoku Nikki,"Different Country Diary, Foreign Country Diary",違国日記,Journal with Witch,Manga,11,56,Finished,"Jun  8, 2017 to Jun  8, 2023",DramaDrama,,JoseiJosei,Feel Young,"Yamashita, Tomoko(Story & Art)","8.451(scored by19601,960 users)1indicates aweighted score.",#19322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2163,"11,091",307
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,When Seagulls Cry Episode 6: Dawn of the Golden Witch,うみねこのなく頃に散 Episode 6: Dawn of the Golden Witch,Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch,Manga,6,26,Finished,"Nov  18, 2010 to Nov  17, 2012","DramaDrama,HorrorHorror,MysteryMystery,SupernaturalSupernatural",,ShounenShounen,GFantasy,"Ryukishi07(Story),Momoyama, Hinase(Art)","8.451(scored by74567,456 users)1indicates aweighted score.",#19522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1444,"15,906",292
Song of the Long March,"Choukakou, Chang Ge Xing",長歌行,,Manhua,Unknown,Unknown,Publishing,Feb  2011 to ?,"ActionAction,AdventureAdventure,DramaDrama",HistoricalHistorical,,Comic Fans,"Xia, Da(Story & Art)","8.441(scored by51855,185 users)1indicates aweighted score.",#20622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#624,"32,538",860
Blue Lock,,ブルーロック,Blue Lock,Manga,Unknown,Unknown,Publishing,"Aug  1, 2018 to ?","Award WinningAward Winning,SportsSports",Team SportsTeam Sports,ShounenShounen,Shounen Magazine (Weekly),"Kaneshiro, Muneyuki(Story),Nomura, Yuusuke(Art)","8.441(scored by9968099,680 users)1indicates aweighted score.",#20022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#38,"214,853","15,498"
Hirano to Kagiura,,平野と鍵浦,Hirano and Kagiura,Manga,Unknown,Unknown,Publishing,"Mar  15, 2019 to ?","Boys LoveBoys Love,Slice of LifeSlice of Life",SchoolSchool,JoseiJosei,Comic Gene,"Harusono, Shou(Story & Art)","8.441(scored by36823,682 users)1indicates aweighted score.",#20422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1817,"13,182",563
Dandadan,,ダンダダン,Dandadan,Manga,Unknown,Unknown,Publishing,"Apr  6, 2021 to ?","ActionAction,ComedyComedy,SupernaturalSupernatural",,ShounenShounen,Shounen Jump+,"Tatsu, Yukinobu(Story & Art)","8.441(scored by7612876,128 users)1indicates aweighted score.",#20522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#45,"207,180","10,866"
"Natsu e no Tunnel, Sayonara no Deguchi",Boku ga Urashima Tunnel wo Nukeru Toki,夏へのトンネル、さよならの出口,"The Tunnel to Summer, the Exit of Goodbyes",Light Novel,1,6,Finished,"Jul  18, 2019","DramaDrama,MysteryMystery,RomanceRomance,SupernaturalSupernatural",,,None,"Hachimoku, Mei(Story),Kukka(Art)","8.441(scored by21692,169 users)1indicates aweighted score.",#19922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2496,"9,659",254
Amayo no Tsuki,,雨夜の月,The Moon on a Rainy Night,Manga,Unknown,Unknown,Publishing,"Jun  12, 2021 to ?","DramaDrama,Girls LoveGirls Love",SchoolSchool,,Comic Days,Kuzushiro(Story & Art),"8.441(scored by27712,771 users)1indicates aweighted score.",#20022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2053,"11,733",381
Kininatteru Hito ga Otoko ja Nakatta,"She Wasn't a Guy, Kinioto, Green Yuri",気になってる人が男じゃなかった,The Guy She Was Interested in Wasn't a Guy at All,Manga,Unknown,Unknown,Publishing,"Apr  19, 2023 to ?",Girls LoveGirls Love,MusicMusic,,None,"Arai, Sumiko(Story & Art)","8.441(scored by1732617,326 users)1indicates aweighted score.",#20122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#346,"53,761","3,072"
Doraemon,,ドラえもん,Doraemon,Manga,45,821,Finished,Dec  1969 to  1996,"AdventureAdventure,Award WinningAward Winning,ComedyComedy,Sci-FiSci-Fi,Slice of LifeSlice of Life","AnthropomorphicAnthropomorphic,SchoolSchool","KidsKids,ShounenShounen",None,"Fujiko, Fujio F.(Story & Art)","8.441(scored by84338,433 users)1indicates aweighted score.",#20222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1236,"17,931",962
21st Century Boys,"21stCB, 21 Seiki Shounen",21世紀少年,21st Century Boys,Manga,2,16,Finished,"Dec  25, 2006 to Jul  14, 2007","Award WinningAward Winning,DramaDrama,MysteryMystery,Sci-FiSci-Fi",PsychologicalPsychological,SeinenSeinen,Big Comic Spirits,"Urasawa, Naoki(Story & Art)","8.431(scored by5606956,069 users)1indicates aweighted score.",#20722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#145,"108,464","1,073"
Holyland,Holy Land,ホーリーランド,,Manga,18,182,Finished,"Oct  13, 2000 to May  23, 2008",ActionAction,"DelinquentsDelinquents,Martial ArtsMartial Arts,PsychologicalPsychological",SeinenSeinen,Young Animal,"Mori, Kouji(Story & Art)","8.431(scored by3508735,087 users)1indicates aweighted score.",#20822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#171,"96,542","4,152"
Tobaku Mokushiroku Kaiji,Tobaku Mokujiroku Kaiji,賭博黙示録カイジ,Gambling Apocalypse Kaiji,Manga,13,158,Finished,"Feb  10, 1996 to Jul  26, 1999","Award WinningAward Winning,DramaDrama","Adult CastAdult Cast,High Stakes GameHigh Stakes Game,Strategy GameStrategy Game",SeinenSeinen,Young Magazine (Weekly),"Fukumoto, Nobuyuki(Story & Art)","8.431(scored by71117,111 users)1indicates aweighted score.",#20922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#887,"24,134",581
Juuni Kokuki,,十二国記,The Twelve Kingdoms,Light Novel,Unknown,Unknown,Publishing,"Jun  20, 1992 to ?",FantasyFantasy,IsekaiIsekai,,None,"Ono, Fuyumi(Story),Yamada, Akihiro(Art)","8.431(scored by13701,370 users)1indicates aweighted score.",#21022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2168,"11,073",241
Shiori Experience: Jimi na Watashi to Hen na Ojisan,Shiori Experience: My Plain Self and an Odd Old Man,SHIORI EXPERIENCE ～ジミなわたしとヘンなおじさん～,,Manga,Unknown,Unknown,Publishing,"Oct  25, 2013 to ?","ComedyComedy,SupernaturalSupernatural","MusicMusic,SchoolSchool",SeinenSeinen,Big Gangan,"Osada, Yu-Ko(Story & Art),Machida, Kazuya(Story & Art)","8.431(scored by42864,286 users)1indicates aweighted score.",#21422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#922,"23,398",723
